"country","year","corporate_rate","cost_recovery","incentives","consumption_tax_rate","consumption_tax_base","real_property_tax","wealth_taxes","capital_taxes","capital_gains_and_dividends","income_tax","income_tax_complexity","territorial","withholding_taxes","tax_treaties","international_regulations"
"Austria",2025,0.208176723714612,0.0873341937029103,-0.171851446834957,-0.12455651885546,0.067896098318073,-0.8137641224154,0.947609590735222,0.00579500072762713,-0.405853452897253,-0.58073476626536,0.329595791823669,0.623104996257213,0.115958694188155,0.492191820196707,-0.834028663451028
"Australia",2025,-1.06284995072045,-0.135631770110741,0.299015420834099,1.7994872683427,-0.36754748581427,1.59105635076305,0.947609590735222,0.00579500072762713,-0.113970393571973,0.0204421744664265,0.329595791823669,0.623104996257213,-0.594917859817942,-1.04763720764761,-0.183362499757862
"Belgium",2025,-0.154973754695406,0.305042605548722,0.0791798981569602,-0.316960897575275,-0.27323913496346,-0.226874152452171,-0.878566233308653,-0.498893165299214,0.524679771568508,-0.369383730852827,0.329595791823669,0.623104996257213,-1.17707281637116,0.717532653539778,-0.834028663451028
"Canada",2025,-0.333126663791879,-0.118609919751993,0.184648285850846,1.35695719728712,0.190899165963718,-0.627391295260569,0.947609590735222,-0.554418606492231,-0.895642113115384,-0.109031070915391,0.329595791823669,-0.457998086841414,-0.696129107597682,0.755089459096957,0.497495359851438
"Switzerland",2025,0.824112437065819,0.0930097320035661,-0.262763677328246,2.16505558791035,0.0303226972742919,0.369231125426748,-1.64332669845547,-1.05910677251907,0.867895602588897,0.168749369468142,0.329595791823669,0.623104996257213,-0.481565767555783,1.28088473689745,1.52416361822465
"Chile",2025,-0.518124233105423,-1.06690637800137,0.442692331240489,0.0678478598643558,1.04989515869435,0.453834186975262,-0.113805768161833,0.682317204108024,-0.721219737116934,-0.145320215938204,0.329595791823669,-2.11117744047063,-1.48995213120338,-1.46076206877657,0.924166471268946
"Colombia",2025,-1.97072614674549,-0.522497714277316,0.033567072024583,0.0678478598643558,-0.108628578542825,0.454495193289684,-1.64332669845547,-0.565044810593017,0.394953890246688,0.307680102013401,-0.0924696358770528,-1.45334118576001,-0.215185398824201,-2.32456859659168,0.598833389422363
"Costa Rica",2025,-1.06284995072045,-0.532941702711306,-0.086187155859686,1.22227413218325,0.359908171909276,0.454169999873235,0.947609590735222,-0.498893165299214,0.613702029839033,0.678238468454642,-1.76103201675847,0.623104996257213,-0.0703704779332517,-2.70013665216346,1.2193078552474
"Czech Republic",2025,0.57132720212463,-0.143872043075371,0.460803788860825,-0.316960897575275,-0.829911887481902,0.450770337617754,-0.113805768161833,1.17637916603408,-0.0388134791121901,0.729805860426515,0.329595791823669,-0.0347312584534067,0.26575830994928,0.830203070211313,-0.183362499757862
"Germany",2025,-1.07346520235485,0.213731086033229,-0.158976271080274,0.0678478598643558,0.13444668658405,0.245944374666779,-0.113805768161833,0.499856962653682,-0.314093459450987,0.253018959802081,-1.27806052204737,0.519282687156352,0.293944092660242,0.717532653539778,-0.183362499757862
"Denmark",2025,0.389751962919621,-0.380915844982484,0.221533916447166,-1.08657841245454,0.782051255997012,0.356279090904192,-0.113805768161833,0.499856962653682,-1.58853781287134,-0.143386147394097,0.329595791823669,-0.0347312584534067,-0.574903458027503,0.0415101535105658,-0.834028663451028
"Estonia",2025,0.389751962919621,2.13166853489259,0.701544878032551,-0.894174033734722,0.457013535276742,1.52421400584225,0.947609590735222,1.17637916603408,1.00524277371303,1.17442573465384,0.329595791823669,-0.0347312584534067,1.37246064838719,-0.484285124289933,0.568641693506229
"Spain",2025,-0.154973754695406,-0.447290103125879,-0.592077098912416,-0.316960897575275,0.128538555928232,-0.123047064341632,-1.64332669845547,-0.565044810593017,-0.60976454944451,-0.00858498153781197,0.329595791823669,-0.138553567554268,-0.287061051010771,0.717532653539778,-0.183362499757862
"Finland",2025,1.11605291973966,-0.339247496911251,0.606707479267932,-1.18278060181445,0.345724966828092,0.0719828369988074,-0.113805768161833,-0.00483120337315916,-0.71289920153593,0.00903966675212966,0.329595791823669,-0.0347312584534067,0.36696955772902,0.0415101535105658,-0.508695581604445
"France",2025,-2.17590616704715,0.0506975682033845,-1.59674516659678,-0.12455651885546,-0.980350584840535,-0.561091568238675,-0.878566233308653,-0.498893165299214,-0.936022303920122,-0.635089819247118,0.329595791823669,-0.197810923528589,0.0315645880938442,1.76912320914077,-0.834028663451028
"United Kingdom",2025,-0.154973754695406,-0.0956289181895991,-0.435230631724776,-0.12455651885546,-1.11926919673155,-1.84627414911601,-0.113805768161833,-0.498893165299214,-0.791934706279591,-0.173445604374072,0.329595791823669,0.623104996257213,0.454176903951439,2.10713445915538,-0.508695581604445
"Greece",2025,0.389751962919621,-0.526342166004714,0.424327866259048,-0.894174033734722,-0.117880133197702,-0.58726490023701,-0.113805768161833,-0.554418606492231,1.61842046953023,-0.159833498892897,0.329595791823669,-0.0347312584534067,0.432375067395834,-0.672069152075825,-0.183362499757862
"Hungary",2025,2.75023007258473,-0.5457533969214,-0.203939338615367,-1.47138716989417,-0.406785399391951,0.45391388502007,-0.113805768161833,-0.498893165299214,0.613702029839033,1.01040877190779,0.329595791823669,0.623104996257213,1.70858943626972,0.266850986853637,-0.183362499757862
"Ireland",2025,2.1147167353672,-0.369652301278133,-0.0826021539330592,-0.701769655014907,-0.903330324159859,0.180759145218088,-0.113805768161833,-0.00483120337315916,-1.64195116783366,-0.427198348126946,0.329595791823669,-0.0347312584534067,-0.382525974518111,-0.0711602631609696,-0.183362499757862
"Israel",2025,0.208176723714612,0.183195578271841,0.215898855764409,0.260252238584171,0.398069135443034,0.142771532576775,0.947609590735222,0.499856962653682,-0.828512689036855,-0.757645364643759,0.329595791823669,0.623104996257213,-0.738028430059763,-0.596955540961468,1.93035741272483
"Iceland",2025,0.752902441329638,-0.142577161138908,-0.29312390900911,-0.894174033734722,0.318166674928964,-0.723399053758015,-0.113805768161833,0.00579500072762713,0.0427509595067129,0.0471742014957655,-0.452535974906196,0.623104996257213,0.0176765837970874,-1.08519401320479,-0.0820244701869367
"Italy",2025,-0.66520017686148,0.439409340859359,-0.423225853080648,-0.509365276295091,-1.34929441364806,-1.30457063470691,-0.878566233308653,-0.565044810593017,-0.283506794968899,-0.145103806473127,0.329595791823669,-0.138553567554268,-0.674672773593492,1.01798709799721,-0.508695581604445
"Japan",2025,-1.01564038852715,-0.418516823916752,-0.255687625396509,1.7994872683427,0.121630291208363,0.449102668028553,-0.113805768161833,-0.554418606492231,0.180187038579564,-0.263636033072591,-1.27806052204737,-0.284924286780862,-0.255584670361173,0.154180570182101,-0.1326934849724
"Korea",2025,-0.409179089582418,0.0825882491736695,-0.116724792853567,1.7994872683427,0.358801024645697,-0.715180793702738,-0.113805768161833,-0.565044810593017,-0.107502351853368,-0.722535316976169,-1.27806052204737,-0.942760541491482,-0.407562882333593,0.755089459096957,-0.1326934849724
"Lithuania",2025,1.47920339814967,0.651160305661288,-0.0971925229737699,-0.316960897575275,-0.263199182236826,0.191864154629903,-0.113805768161833,1.17637916603408,0.424627976336863,0.336068284969141,0.329595791823669,-0.0347312584534067,0.545893327890069,-0.672069152075825,0.568641693506229
"Luxembourg",2025,0.0502062656062544,0.0684701121835268,-0.221131825056359,0.452656617303987,1.04508772775894,0.406647746633701,-0.113805768161833,0.00579500072762713,0.918426422834728,-0.0973735480930467,-1.27806052204737,0.623104996257213,1.20656770918799,0.41707820908235,-0.183362499757862
"Latvia",2025,0.752902441329638,2.13166853489259,0.879100256940622,-0.316960897575275,-0.0793396827161228,0.056230104945372,0.947609590735222,0.499856962653682,0.759446504160209,0.350132196457761,0.329595791823669,-0.0347312584534067,1.70858943626972,-0.484285124289933,0.568641693506229
"Mexico",2025,-1.06284995072045,-0.249526364689205,0.715312090655571,0.645060996023803,-0.252019186087607,0.448910804620217,0.947609590735222,0.499856962653682,0.709026886908716,-0.0818727790878666,-0.297355953737682,-1.45334118576001,-0.821313646675095,-0.596955540961468,-0.0820244701869367
"Netherlands",2025,-0.300233946059413,-0.0182159362031283,-0.0193460043181644,-0.316960897575275,0.276180781071321,-0.00931523327073952,-0.113805768161833,0.00579500072762713,-0.880403041565582,-0.351298802614095,0.329595791823669,0.623104996257213,1.20656770918799,0.792646264654135,-0.183362499757862
"Norway",2025,0.389751962919621,-0.389124603717905,0.438918235299759,-1.08657841245454,0.564795898860909,0.435619375587033,-0.581911339558418,0.499856962653682,-1.24771715578869,0.0439441843500885,0.329595791823669,-0.071628634210643,0.871886557800174,0.266850986853637,-0.508695581604445
"New Zealand",2025,-0.699699472310432,-0.529773907162278,0.143220381277929,0.837465374743618,1.77923358196755,-0.355577455721769,0.947609590735222,1.17637916603408,1.16877150620161,0.00766097852395614,0.329595791823669,0.623104996257213,-0.23626341713245,-1.31053484654786,0.497495359851438
"Poland",2025,0.934477680534647,0.0905933097352206,-0.628553021514193,-0.701769655014907,-0.850426189715985,0.235531896923979,-0.113805768161833,-1.05910677251907,0.287444275363421,0.184172220991522,-1.83223657578131,-0.881264915229422,-0.181717283685419,0.454635014639529,-0.508695581604445
"Portugal",2025,-1.15363757032295,0.270150599316536,-1.08391437880513,-0.701769655014907,0.294368102501974,0.0572511215328665,-0.113805768161833,0.00579500072762713,-0.128991262323059,-0.61278884497098,0.329595791823669,-0.0347312584534067,-0.696129107597682,0.0790669590677442,-0.508695581604445
"Sweden",2025,0.643957297806633,-0.0752043639954705,0.599412294747576,-1.08657841245454,0.506044951071015,0.423017620095964,0.947609590735222,0.00579500072762713,-0.60976454944451,-0.0210786525389967,0.319190074187435,0.623104996257213,0.704545982106264,0.266850986853637,-0.834028663451028
"Slovenia",2025,0.389751962919621,-0.365968952856931,0.422698830688743,-0.509365276295091,-0.418895147616573,-1.01277318735735,-0.113805768161833,0.499856962653682,0.743427911160853,-0.342992750737133,0.329595791823669,-0.540657054522875,0.26575830994928,-0.596955540961468,0.497495359851438
"Slovak Republic",2025,0.0266014845096034,-0.139050880745196,-0.287808964570134,-0.701769655014907,-0.66083249990357,0.173557029861691,0.947609590735222,0.177629038081183,1.53092121369329,0.680263475559778,0.329595791823669,-0.0347312584534067,-0.654486499290016,-0.0336034576037911,0.243308611659646
"Turkey",2025,-0.154973754695406,0.0419062916961084,-0.122714339190132,-0.12455651885546,-0.0127948009570946,0.447347819301112,-0.113805768161833,-0.565044810593017,0.962176050753197,0.233724139904419,0.329595791823669,0.623104996257213,0.243232655146319,0.642419042425421,-0.153170803841728
"United States",2025,-0.258419710523848,0.7126227075928,0.271214295304174,2.28049821514224,-0.215330634225709,-1.1679787967541,-0.113805768161833,0.00579500072762713,-0.508703090693744,-0.0866147074449119,0.329595791823669,-0.223428660518802,-1.17707281637116,-0.446728318732754,-0.183362499757862
