ISO_2,ISO_3,Country,Year,Final Rank,Final Score,Corporate Rank,Corporate Score,Income Rank,Income Score,Consumption Rank,Consumption Score,Property Rank,Property Score,Cross-Border Rank,Cross-Border Score,
GB,GBR,United Kingdom,2014,28,64.83467782,21,62.64622739,26,65.54320269,34,35.32436678,34,43.44471617,2,95.23052726,
GB,GBR,United Kingdom,2015,27,64.20221756,18,61.94791601,27,63.46139256,35,37.40884521,35,43.32090589,2,95.14346542,
GB,GBR,United Kingdom,2016,28,62.67778293,18,63.40666629,31,59.37761109,35,33.47793513,35,43.54932721,2,95.73642663,
GB,GBR,United Kingdom,2017,31,59.01319422,19,62.04240627,26,63.05052549,36,34.55028276,35,43.49909175,4,84.45199347,
GB,GBR,United Kingdom,2018,29,60.45973232,19,64.52201402,25,62.07981809,34,37.7708412,35,39.65962095,4,85.33310646,
GB,GBR,United Kingdom,2019,27,63.27754364,18,65.8217487,24,61.62164257,34,36.3155089,35,39.03142357,1,100,
GB,GBR,United Kingdom,2020,27,61.68033427,21,61.10423557,23,61.62293347,34,36.48251865,35,38.7545853,1,100,
GB,GBR,United Kingdom,2021,27,61.10723059,18,61.28109133,25,63.87571099,34,37.32926488,35,38.35055412,1,100,
GB,GBR,United Kingdom,2022,26,62.89299054,10,70.83159216,24,63.42962803,34,35.38682864,34,39.82596843,1,100,Baseline
GB,GBR,United Kingdom,2022,27,61.71054635,14,66.77953204,24,63.42962803,34,35.38682864,34,39.82596843,1,100,Full Expensing Machinery  
GB,GBR,United Kingdom,2022,26,63.09125579,10,71.665259,24,63.42962803,34,35.38682864,34,39.82596843,1,100,Full Expensing Machinery and Buildings
GB,GBR,United Kingdom,2022,25,65.03254148,10,71.665259,24,63.42962803,33,41.91478952,34,39.82596843,1,100,Full Expensing Machinery and Buildings plus avg VAT base
GB,GBR,United Kingdom,2022,17,69.22912033,10,71.665259,24,63.42962803,19,55.87252644,34,39.82596843,1,100,Full Expensing Machinery and Buildings plus avg VAT base plus avg threshold 
GB,GBR,United Kingdom,2022,25,64.78120215,10,70.83159216,24,63.42962803,34,35.38682864,31,46.55508246,1,100,Transfer Tax eliminated (SDLT) - super-deduction remains in place
GB,GBR,United Kingdom,2022,26,63.59469606,14,66.77953204,24,63.42962803,34,35.38682864,31,46.55508246,1,100,Transfer Tax eliminated (SDLT) + Full Expensing Machinery
GB,GBR,United Kingdom,2022,26,64.08042896,14,66.77953204,24,63.42962803,34,35.38682864,28,48.27841705,1,100,Transfer Tax eliminated (SDLT) + Full Expensing Machinery + lower property tax as share of capital stock (1.7 -> 1.564)
GB,GBR,United Kingdom,2022,26,63.66359771,10,70.83159216,17,66.50620086,34,35.38682864,34,39.82596843,1,100,Only lowering top PIT rate to .4
GB,GBR,United Kingdom,2022,26,63.17410185,20,62.0673474,14,74.61125851,34,35.38682864,34,39.82596843,1,100,Mini-budget AS ANNOUNCED: top rate from .47->.42; cap gains rate from .3935 to .325; threshold from 3.4->1.14; machinery back to pre-super-deduction level: 0.758823529411765
GB,GBR,United Kingdom,2022,14,71.47127908,10,71.665259,14,74.61125851,34,35.38682864,23,59.46460379,1,100,"Mini-budget Plus: expensing for machinery and buildings, land value tax for business rates, lower property tax as share of capital stock (1.7-1.564)"
GB,GBR,United Kingdom,2022,11,75.675478,10,71.665259,14,74.61125851,27,49.40414581,23,59.46460379,1,100,"Mini-budget Plus Plus: expensing for machinery and buildings, land value tax for business rates, lower property tax as share of capital stock (1.7-1.564), lower VAT threshold to OECD avg"
GB,GBR,United Kingdom,2022,32,57.15043503,33,50.18269401,22,64.01341938,34,35.38682864,34,39.82596843,1,100,"Mini-budget AS AMENDED: 

- corporation tax to 25%, machinery to pre-superdeduction level
- individual tax, as in the original but with dividend tax rate at 38.1% (not 39.35%)"
GB,GBR,United Kingdom,2022,15,70.54620257,23,59.68967668,15,70.18681852,21,53.60768658,26,52.60090921,1,100,"Best in the G7: 
- corporation tax stays at 25% but also: expensing for machinery and buildings, land value tax for business rates, lower property tax as share of capital stock (1.7-1.564), lower VAT threshold to OECD avg. Top rate from .47->.42; dividend rate from .3935 to .325; threshold from 3.4->1.14? (i.e. the abolition of the top rate of income tax.)"
