"ISO_2","ISO_3","country","year","machines_cost_recovery_cost_recovery","buildings_cost_recovery_cost_recovery","intangibles_cost_recovery_cost_recovery"
"AT","AUT","Austria",1988,0.813463195231154,0.479318672008477,NA
"AT","AUT","Austria",1989,0.813463195231154,0.479318672008477,NA
"AT","AUT","Austria",1990,0.813463195231154,0.479318672008477,NA
"AT","AUT","Austria",1991,0.813463195231154,0.479318672008477,NA
"AT","AUT","Austria",1992,0.813463195231154,0.479318672008477,NA
"AT","AUT","Austria",1993,0.813463195231154,0.479318672008477,NA
"AT","AUT","Austria",1994,0.813463195231154,0.479318672008477,NA
"AT","AUT","Austria",1995,0.813463195231154,0.479318672008477,0.737888702767901
"AT","AUT","Austria",1996,0.813463195231154,0.479318672008477,0.737888702767901
"AT","AUT","Austria",1997,0.813463195231154,0.479318672008477,0.737888702767901
"AT","AUT","Austria",1998,0.813463195231154,0.479318672008477,0.737888702767901
"AT","AUT","Austria",1999,0.813463195231154,0.479318672008477,0.737888702767901
"AT","AUT","Austria",2000,0.813463195231154,0.479318672008477,0.737888702767901
"AT","AUT","Austria",2001,0.813463195231154,0.479318672008477,0.737888702767901
"AT","AUT","Austria",2002,0.813463195231154,0.427499151597641,0.737888702767901
"AT","AUT","Austria",2003,0.813463195231154,0.427499151597641,0.737888702767901
"AT","AUT","Austria",2004,0.813463195231154,0.427499151597641,0.737888702767901
"AT","AUT","Austria",2005,0.813463195231154,0.391406012913837,0.737888702767901
"AT","AUT","Austria",2006,0.813463195231154,0.391406012913837,0.737888702767901
"AT","AUT","Austria",2007,0.813463195231154,0.391406012913837,0.737888702767901
"AT","AUT","Austria",2008,0.813463195231154,0.391406012913837,0.737888702767901
"AT","AUT","Austria",2009,0.813463195231154,0.391406012913837,0.737888702767901
"AT","AUT","Austria",2010,0.868381808181126,0.391406012913837,0.737888702767901
"AT","AUT","Austria",2011,0.868381808181126,0.391406012913837,0.737888702767901
"AT","AUT","Austria",2012,0.813463195231154,0.391406012913837,0.737888702767901
"AT","AUT","Austria",2013,0.813463195231154,0.391406012913837,0.737888702767901
"AT","AUT","Austria",2014,0.813463195231154,0.391406012913837,0.737888702767901
"AT","AUT","Austria",2015,0.813463195231154,0.391406012913837,0.737888702767901
"AT","AUT","Austria",2016,0.813463195231154,0.391406012913837,0.737888702767901
"AT","AUT","Austria",2017,0.813463195231154,0.391406012913837,0.737888702767901
"AT","AUT","Austria",2018,0.813463195231154,0.391406012913837,0.737888702767901
"AT","AUT","Austria",2019,0.813463195231154,0.391406012913837,0.737888702767901
"BE","BEL","Belgium",1982,NA,NA,NA
"BE","BEL","Belgium",1983,NA,NA,NA
"BE","BEL","Belgium",1984,0.837733594943059,0.622404878792567,NA
"BE","BEL","Belgium",1985,0.837733594943059,0.622404878792567,NA
"BE","BEL","Belgium",1986,0.837733594943059,0.622404878792567,NA
"BE","BEL","Belgium",1987,0.837733594943059,0.622404878792567,NA
"BE","BEL","Belgium",1988,0.837733594943059,0.622404878792567,NA
"BE","BEL","Belgium",1989,0.837733594943059,0.622404878792567,NA
"BE","BEL","Belgium",1990,0.837733594943059,0.622404878792567,NA
"BE","BEL","Belgium",1991,0.837733594943059,0.622404878792567,NA
"BE","BEL","Belgium",1992,0.837733594943059,0.622404878792567,NA
"BE","BEL","Belgium",1993,0.837733594943059,0.622404878792567,NA
"BE","BEL","Belgium",1994,0.837733594943059,0.622404878792567,NA
"BE","BEL","Belgium",1995,0.837733594943059,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",1996,0.837733594943059,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",1997,0.837733594943059,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",1998,0.837733594943059,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",1999,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2000,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2001,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2002,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2003,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2004,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2005,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2006,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2007,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2008,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2009,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2010,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2011,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2012,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2013,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2014,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2015,0.882216122406083,0.622404878792567,0.869865253929667
"BE","BEL","Belgium",2016,0.882216122406083,0.622404878792567,0.802532679160089
"BE","BEL","Belgium",2017,0.882216122406083,0.622404878792567,0.802532679160089
"BE","BEL","Belgium",2018,0.882216122406083,0.622404878792567,0.802532679160089
"BE","BEL","Belgium",2019,0.882216122406083,0.622404878792567,0.802532679160089
"CA","CAN","Canada",1980,1.30246370448761,NA,NA
"CA","CAN","Canada",1981,1.30246370448761,NA,NA
"CA","CAN","Canada",1982,1.30246370448761,NA,NA
"CA","CAN","Canada",1983,1.30246370448761,NA,NA
"CA","CAN","Canada",1984,0.954479443849991,0.575892857142857,NA
"CA","CAN","Canada",1985,0.954479443849991,0.575892857142857,NA
"CA","CAN","Canada",1986,0.954479443849991,0.575892857142857,NA
"CA","CAN","Canada",1987,0.954479443849991,0.575892857142857,NA
"CA","CAN","Canada",1988,0.900793650793651,0.575892857142857,NA
"CA","CAN","Canada",1989,0.841720779220779,0.558282208588957,NA
"CA","CAN","Canada",1990,0.805,0.242105263157895,NA
"CA","CAN","Canada",1991,0.766666666666667,0.242105263157895,NA
"CA","CAN","Canada",1992,0.71875,0.242105263157895,NA
"CA","CAN","Canada",1993,0.766666666666667,0.242105263157895,NA
"CA","CAN","Canada",1994,0.766666666666667,0.242105263157895,NA
"CA","CAN","Canada",1995,0.766666666666667,0.242105263157895,NA
"CA","CAN","Canada",1996,0.766666666666667,0.242105263157895,NA
"CA","CAN","Canada",1997,0.766666666666667,0.242105263157895,NA
"CA","CAN","Canada",1998,0.766666666666667,0.242105263157895,NA
"CA","CAN","Canada",1999,0.766666666666667,0.242105263157895,NA
"CA","CAN","Canada",2000,0.766666666666667,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2001,0.766666666666667,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2002,0.766666666666667,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2003,0.766666666666667,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2004,0.766666666666667,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2005,0.766666666666667,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2006,0.766666666666667,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2007,0.766666666666667,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2008,0.766666666666667,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2009,0.965116279069767,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2010,0.965116279069767,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2011,0.965116279069767,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2012,0.965116279069767,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2013,0.965116279069767,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2014,0.965116279069767,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2015,0.965116279069767,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2016,0.965116279069767,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2017,0.965116279069767,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2018,0.965116279069767,0.242105263157895,0.518965517241379
"CA","CAN","Canada",2019,1,0.426086956521739,0.49
"CH","CHE","Switzerland",1982,NA,NA,NA
"CH","CHE","Switzerland",1983,NA,NA,NA
"CH","CHE","Switzerland",1984,0.86,0.554838709677419,NA
"CH","CHE","Switzerland",1985,0.86,0.554838709677419,NA
"CH","CHE","Switzerland",1986,0.86,0.554838709677419,NA
"CH","CHE","Switzerland",1987,0.86,0.554838709677419,NA
"CH","CHE","Switzerland",1988,0.86,0.554838709677419,NA
"CH","CHE","Switzerland",1989,0.86,0.554838709677419,NA
"CH","CHE","Switzerland",1990,0.86,0.554838709677419,NA
"CH","CHE","Switzerland",1991,0.86,0.554838709677419,NA
"CH","CHE","Switzerland",1992,0.86,0.554838709677419,NA
"CH","CHE","Switzerland",1993,0.86,0.554838709677419,NA
"CH","CHE","Switzerland",1994,0.86,0.554838709677419,NA
"CH","CHE","Switzerland",1995,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",1996,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",1997,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",1998,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",1999,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2000,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2001,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2002,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2003,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2004,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2005,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2006,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2007,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2008,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2009,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2010,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2011,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2012,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2013,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2014,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2015,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2016,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2017,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2018,0.86,0.554838709677419,0.905263157894737
"CH","CHE","Switzerland",2019,0.86,0.554838709677419,0.905263157894737
"CL","CHL","Chile",1984,NA,NA,NA
"CL","CHL","Chile",1985,NA,NA,NA
"CL","CHL","Chile",1986,NA,NA,NA
"CL","CHL","Chile",1987,NA,NA,NA
"CL","CHL","Chile",1988,NA,NA,NA
"CL","CHL","Chile",1989,NA,NA,NA
"CL","CHL","Chile",1990,NA,NA,NA
"CL","CHL","Chile",1991,NA,NA,NA
"CL","CHL","Chile",1992,NA,NA,NA
"CL","CHL","Chile",1993,NA,NA,NA
"CL","CHL","Chile",1994,NA,NA,NA
"CL","CHL","Chile",1995,NA,NA,NA
"CL","CHL","Chile",1996,NA,NA,NA
"CL","CHL","Chile",1997,0.547953910556565,0.479318672008477,0
"CL","CHL","Chile",1998,0.547953910556565,0.479318672008477,0
"CL","CHL","Chile",1999,0.547953910556565,0.479318672008477,0
"CL","CHL","Chile",2000,0.547953910556565,0.479318672008477,0
"CL","CHL","Chile",2001,0.547953910556565,0.479318672008477,0
"CL","CHL","Chile",2002,0.547953910556565,0.479318672008477,0
"CL","CHL","Chile",2003,0.547953910556565,0.338474732816403,0
"CL","CHL","Chile",2004,0.632611659769417,0.338474732816403,0
"CL","CHL","Chile",2005,0.632611659769417,0.338474732816403,0
"CL","CHL","Chile",2006,0.632611659769417,0.338474732816403,0
"CL","CHL","Chile",2007,0.632611659769417,0.338474732816403,0
"CL","CHL","Chile",2008,0.632611659769417,0.338474732816403,0
"CL","CHL","Chile",2009,0.632611659769417,0.338474732816403,0
"CL","CHL","Chile",2010,0.632611659769417,0.338474732816403,0
"CL","CHL","Chile",2011,0.632611659769417,0.338474732816403,0
"CL","CHL","Chile",2012,0.632611659769417,0.338474732816403,0
"CL","CHL","Chile",2013,0.632611659769417,0.338474732816403,0
"CL","CHL","Chile",2014,0.632611659769417,0.338474732816403,0
"CL","CHL","Chile",2015,0.632611659769417,0.338474732816403,0
"CL","CHL","Chile",2016,0.632611659769417,0.338474732816403,0
"CL","CHL","Chile",2017,0.632611659769417,0.338474732816403,0
"CL","CHL","Chile",2018,0.632611659769417,0.338474732816403,0
"CL","CHL","Chile",2019,0.632611659769417,0.338474732816403,0
"CZ","CZE","Czech Republic",1984,NA,NA,NA
"CZ","CZE","Czech Republic",1985,NA,NA,NA
"CZ","CZE","Czech Republic",1986,NA,NA,NA
"CZ","CZE","Czech Republic",1987,NA,NA,NA
"CZ","CZE","Czech Republic",1988,NA,NA,NA
"CZ","CZE","Czech Republic",1989,NA,NA,NA
"CZ","CZE","Czech Republic",1990,NA,NA,NA
"CZ","CZE","Czech Republic",1991,NA,NA,NA
"CZ","CZE","Czech Republic",1992,0.778563038959402,0.278958448750364,NA
"CZ","CZE","Czech Republic",1993,0.778563038959402,0.278958448750364,NA
"CZ","CZE","Czech Republic",1994,0.834749449432684,0.404555493999806,0.787075165170195
"CZ","CZE","Czech Republic",1995,0.834749449432684,0.404555493999806,0.787075165170195
"CZ","CZE","Czech Republic",1996,0.834749449432684,0.430569007346519,0.787075165170195
"CZ","CZE","Czech Republic",1997,0.834749449432684,0.430569007346519,0.787075165170195
"CZ","CZE","Czech Republic",1998,0.834749449432684,0.430569007346519,0.787075165170195
"CZ","CZE","Czech Republic",1999,0.834749449432684,0.430569007346519,0.787075165170195
"CZ","CZE","Czech Republic",2000,0.873879108036537,0.543222830616488,0.787075165170195
"CZ","CZE","Czech Republic",2001,0.873879108036537,0.543222830616488,0.787075165170195
"CZ","CZE","Czech Republic",2002,0.873879108036537,0.543222830616488,0.691918050492341
"CZ","CZE","Czech Republic",2003,0.873879108036537,0.543222830616488,0.691918050492341
"CZ","CZE","Czech Republic",2004,0.873879108036537,0.543222830616488,0.691918050492341
"CZ","CZE","Czech Republic",2005,0.873879108036537,0.543222830616488,0.841318847888109
"CZ","CZE","Czech Republic",2006,0.873879108036537,0.543222830616488,0.841318847888109
"CZ","CZE","Czech Republic",2007,0.873879108036537,0.543222830616488,0.841318847888109
"CZ","CZE","Czech Republic",2008,0.873879108036537,0.543222830616488,0.841318847888109
"CZ","CZE","Czech Republic",2009,0.873879108036537,0.543222830616488,0.841318847888109
"CZ","CZE","Czech Republic",2010,0.873879108036537,0.543222830616488,0.841318847888109
"CZ","CZE","Czech Republic",2011,0.873879108036537,0.543222830616488,0.841318847888109
"CZ","CZE","Czech Republic",2012,0.873879108036537,0.543222830616488,0.841318847888109
"CZ","CZE","Czech Republic",2013,0.873879108036537,0.543222830616488,0.841318847888109
"CZ","CZE","Czech Republic",2014,0.873879108036537,0.543222830616488,0.841318847888109
"CZ","CZE","Czech Republic",2015,0.873879108036537,0.543222830616488,0.841318847888109
"CZ","CZE","Czech Republic",2016,0.873879108036537,0.543222830616488,0.841318847888109
"CZ","CZE","Czech Republic",2017,0.873879108036537,0.543222830616488,0.841318847888109
"CZ","CZE","Czech Republic",2018,0.873879108036537,0.543222830616488,0.841318847888109
"CZ","CZE","Czech Republic",2019,0.873879108036537,0.543222830616488,0.841318847888109
"DE","DEU","Germany",1980,0.844616539228456,0.385561039417989,NA
"DE","DEU","Germany",1981,0.844616539228456,0.385561039417989,NA
"DE","DEU","Germany",1982,0.844616539228456,0.385561039417989,NA
"DE","DEU","Germany",1983,0.844616539228456,0.385561039417989,NA
"DE","DEU","Germany",1984,0.876514043282575,0.385561039417989,NA
"DE","DEU","Germany",1985,0.876514043282575,0.385561039417989,NA
"DE","DEU","Germany",1986,0.876514043282575,0.464718608016782,NA
"DE","DEU","Germany",1987,0.876514043282575,0.464718608016782,NA
"DE","DEU","Germany",1988,0.876514043282575,0.464718608016782,NA
"DE","DEU","Germany",1989,0.876514043282575,0.464718608016782,NA
"DE","DEU","Germany",1990,0.876514043282575,0.464718608016782,NA
"DE","DEU","Germany",1991,0.876514043282575,0.479318672008477,0.869865253929667
"DE","DEU","Germany",1992,0.876514043282575,0.479318672008477,0.869865253929667
"DE","DEU","Germany",1993,0.876514043282575,0.479318672008477,0.869865253929667
"DE","DEU","Germany",1994,0.876514043282575,0.479318672008477,0.869865253929667
"DE","DEU","Germany",1995,0.876514043282575,0.479318672008477,0.787075165170195
"DE","DEU","Germany",1996,0.876514043282575,0.479318672008477,0.787075165170195
"DE","DEU","Germany",1997,0.876514043282575,0.479318672008477,0.787075165170195
"DE","DEU","Germany",1998,0.876514043282575,0.479318672008477,0.787075165170195
"DE","DEU","Germany",1999,0.876514043282575,0.479318672008477,0.869865253929667
"DE","DEU","Germany",2000,0.876514043282575,0.479318672008477,0.869865253929667
"DE","DEU","Germany",2001,0.876514043282575,0.479318672008477,0.869865253929667
"DE","DEU","Germany",2002,0.800076527025396,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2003,0.800076527025396,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2004,0.800076527025396,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2005,0.800076527025396,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2006,0.800076527025396,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2007,0.876514043282575,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2008,0.876514043282575,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2009,0.737888702767901,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2010,0.826923076923077,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2011,0.826923076923077,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2012,0.737888702767901,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2013,0.737888702767901,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2014,0.737888702767901,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2015,0.737888702767901,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2016,0.737888702767901,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2017,0.737888702767901,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2018,0.737888702767901,0.391406012913837,0.869865253929667
"DE","DEU","Germany",2019,0.737888702767901,0.391406012913837,0.869865253929667
"DK","DNK","Denmark",1982,NA,NA,NA
"DK","DNK","Denmark",1983,NA,NA,NA
"DK","DNK","Denmark",1984,NA,NA,NA
"DK","DNK","Denmark",1985,NA,NA,NA
"DK","DNK","Denmark",1986,NA,NA,NA
"DK","DNK","Denmark",1987,0.86,0.549078785817176,NA
"DK","DNK","Denmark",1988,0.86,0.549078785817176,NA
"DK","DNK","Denmark",1989,0.86,0.549078785817176,NA
"DK","DNK","Denmark",1990,0.86,0.549078785817176,NA
"DK","DNK","Denmark",1991,0.86,0.549078785817176,NA
"DK","DNK","Denmark",1992,0.86,0.549078785817176,NA
"DK","DNK","Denmark",1993,0.86,0.549078785817176,0.81340644290143
"DK","DNK","Denmark",1994,0.86,0.549078785817176,0.81340644290143
"DK","DNK","Denmark",1995,0.86,0.549078785817176,0.81340644290143
"DK","DNK","Denmark",1996,0.86,0.549078785817176,0.81340644290143
"DK","DNK","Denmark",1997,0.86,0.549078785817176,0.81340644290143
"DK","DNK","Denmark",1998,0.86,0.549078785817176,0.81340644290143
"DK","DNK","Denmark",1999,0.86,0.549078785817176,0.81340644290143
"DK","DNK","Denmark",2000,0.86,0.547953910556565,0.81340644290143
"DK","DNK","Denmark",2001,0.86,0.547953910556565,0.81340644290143
"DK","DNK","Denmark",2002,0.86,0.547953910556565,0.81340644290143
"DK","DNK","Denmark",2003,0.826923076923077,0.547953910556565,0.81340644290143
"DK","DNK","Denmark",2004,0.826923076923077,0.547953910556565,0.81340644290143
"DK","DNK","Denmark",2005,0.826923076923077,0.547953910556565,0.81340644290143
"DK","DNK","Denmark",2006,0.826923076923077,0.547953910556565,0.81340644290143
"DK","DNK","Denmark",2007,0.826923076923077,0.547953910556565,0.81340644290143
"DK","DNK","Denmark",2008,0.826923076923077,0.547953910556565,0.81340644290143
"DK","DNK","Denmark",2009,0.826923076923077,0.479318672008477,0.81340644290143
"DK","DNK","Denmark",2010,0.826923076923077,0.479318672008477,0.81340644290143
"DK","DNK","Denmark",2011,0.826923076923077,0.479318672008477,0.81340644290143
"DK","DNK","Denmark",2012,0.826923076923077,0.479318672008477,0.81340644290143
"DK","DNK","Denmark",2013,0.826923076923077,0.479318672008477,0.81340644290143
"DK","DNK","Denmark",2014,0.826923076923077,0.479318672008477,0.81340644290143
"DK","DNK","Denmark",2015,0.826923076923077,0.479318672008477,0.81340644290143
"DK","DNK","Denmark",2016,0.826923076923077,0.479318672008477,0.81340644290143
"DK","DNK","Denmark",2017,0.826923076923077,0.479318672008477,0.81340644290143
"DK","DNK","Denmark",2018,0.826923076923077,0.479318672008477,0.81340644290143
"DK","DNK","Denmark",2019,0.826923076923077,0.479318672008477,0.81340644290143
"ES","ESP","Spain",1982,NA,NA,NA
"ES","ESP","Spain",1983,NA,NA,NA
"ES","ESP","Spain",1984,0.731914893617021,0.602353618717047,NA
"ES","ESP","Spain",1985,0.731914893617021,0.602353618717047,NA
"ES","ESP","Spain",1986,0.731914893617021,0.602353618717047,NA
"ES","ESP","Spain",1987,0.731914893617021,0.602353618717047,NA
"ES","ESP","Spain",1988,0.731914893617021,0.602353618717047,NA
"ES","ESP","Spain",1989,0.731914893617021,0.602353618717047,NA
"ES","ESP","Spain",1990,0.731914893617021,0.602353618717047,NA
"ES","ESP","Spain",1991,0.781818181818182,0.665146223733569,NA
"ES","ESP","Spain",1992,0.781818181818182,0.665146223733569,NA
"ES","ESP","Spain",1993,0.781818181818182,0.665146223733569,NA
"ES","ESP","Spain",1994,0.781818181818182,0.646263719038607,NA
"ES","ESP","Spain",1995,0.819047619047619,0.646263719038607,NA
"ES","ESP","Spain",1996,0.819047619047619,0.646263719038607,NA
"ES","ESP","Spain",1997,0.819047619047619,0.391406012913837,0.83230608171668
"ES","ESP","Spain",1998,0.819047619047619,0.391406012913837,0.83230608171668
"ES","ESP","Spain",1999,0.864141428406056,0.391406012913837,0.83230608171668
"ES","ESP","Spain",2000,0.864141428406056,0.391406012913837,0.83230608171668
"ES","ESP","Spain",2001,0.864141428406056,0.391406012913837,0.83230608171668
"ES","ESP","Spain",2002,0.864141428406056,0.391406012913837,0.83230608171668
"ES","ESP","Spain",2003,0.778563038959402,0.391406012913837,0.737888702767901
"ES","ESP","Spain",2004,0.778563038959402,0.391406012913837,0.737888702767901
"ES","ESP","Spain",2005,0.778563038959402,0.391406012913837,0.737888702767901
"ES","ESP","Spain",2006,0.778563038959402,0.391406012913837,0.737888702767901
"ES","ESP","Spain",2007,0.778563038959402,0.391406012913837,0.737888702767901
"ES","ESP","Spain",2008,0.778563038959402,0.391406012913837,0.737888702767901
"ES","ESP","Spain",2009,0.778563038959402,0.391406012913837,0.737888702767901
"ES","ESP","Spain",2010,0.778563038959402,0.391406012913837,0.737888702767901
"ES","ESP","Spain",2011,0.778563038959402,0.391406012913837,0.737888702767901
"ES","ESP","Spain",2012,0.778563038959402,0.391406012913837,0.737888702767901
"ES","ESP","Spain",2013,0.778563038959402,0.391406012913837,0.278958448750364
"ES","ESP","Spain",2014,0.695001856615886,0.291385530174685,0.278958448750364
"ES","ESP","Spain",2015,0.695001856615886,0.291385530174685,0.278958448750364
"ES","ESP","Spain",2016,0.778563038959402,0.391406012913837,0.278958448750364
"ES","ESP","Spain",2017,0.778563038959402,0.391406012913837,0.737888702767901
"ES","ESP","Spain",2018,0.778563038959402,0.391406012913837,0.737888702767901
"ES","ESP","Spain",2019,0.778563038959402,0.391406012913837,0.737888702767901
"EE","EST","Estonia",1984,NA,NA,NA
