"ISO_2","ISO_3","Country","Year","Final Rank","Final Score","Corporate Rank","Corporate Score","Income Rank","Income Score","Consumption Rank","Consumption Score","Property Rank","Property Score","Cross-Border Rank","Cross-Border Score"
"PT","PRT","Portugal",2014,37,53.4389518266032,33,47.875976414873,34,47.0450685984243,24,48.8719665983206,20,64.4850675308545,35,45.267470558684
"PT","PRT","Portugal",2015,35,55.2225503492348,33,49.9531746174469,33,46.3890806027265,25,50.217555731152,20,63.9674210065558,33,52.0732442017803
"PT","PRT","Portugal",2016,35,55.4817614090004,33,51.3259320096673,33,49.0767138123646,23,47.9928652349026,21,63.8831682832731,33,52.804697217671
"PT","PRT","Portugal",2017,34,55.6039966400313,33,54.0017164776563,31,49.4052764694502,23,50.4392146994418,21,63.3242325758143,33,54.3395644478991
"PT","PRT","Portugal",2018,35,53.6053942500459,35,46.8029698234026,30,49.0912137476684,24,52.1861550432375,20,60.9068586520591,31,56.0661542335809
"PT","PRT","Portugal",2019,35,56.7270207046886,35,48.2460203193147,29,52.0580814181133,24,52.0728538953688,20,60.6887015193708,32,62.161564594734
"PT","PRT","Portugal",2020,35,55.6652952883414,35,40.5423424362306,28,51.6996709042811,22,52.7651334070735,21,60.8055822103638,29,65.4393063165821
"PT","PRT","Portugal",2021,36,52.9513196479995,38,33.449203787766,29,55.8222374875331,21,54.2966031830261,21,60.6126573176938,29,65.3980603843491
"PT","PRT","Portugal",2022,35,51.6125341596691,37,35.138551515119,30,55.7398099966063,26,48.6577261883951,20,60.3378194834915,29,65.299856455261
"PT","PRT","Portugal",2023,35,53.4780290604313,37,38.3646885862655,29,55.9050788833115,25,51.816500227828,20,60.5629149159968,29,64.6995823746161
"PT","PRT","Portugal",2024,35,53.1679623256915,37,36.2385468280063,28,57.6426236382559,22,53.8844749465094,20,60.6573008069862,33,54.8398842514643
"PT","PRT","Portugal",2025,34,58.9120082760326,35,46.3300649112174,20,62.2762016616409,21,53.3639654790716,20,60.6968093992464,33,58.7687408604562
"PT","PRT","Portugal",2026,32,60.0891525906725,35,48.1842942715976,20,62.6016280603866,21,56.9091478430943,18,60.2432852622046,32,57.1654711348989
