"ISO_2","ISO_3","Country","Year","Final Rank","Final Score","Corporate Rank","Corporate Score","Income Rank","Income Score","Consumption Rank","Consumption Score","Property Rank","Property Score","Cross-Border Rank","Cross-Border Score"
"DE","DEU","Germany",2014,20,68.9976849002075,27,58.0339464350448,35,45.8143328856022,15,62.6596706357068,14,70.4495388490177,9,77.8222745934209
"DE","DEU","Germany",2015,20,68.5306856977383,25,57.021022474417,36,43.7513904179157,15,65.2950758612183,14,70.5342748530155,9,78.2663125266869
"DE","DEU","Germany",2016,20,68.2456711956234,28,56.1541729399211,35,44.5567920806191,16,61.27836725533,14,70.7491912435593,10,78.0720064276009
"DE","DEU","Germany",2017,19,67.3813694902984,26,60.0880241913894,35,44.6694342749935,14,64.5099188194768,14,70.2275119026705,11,78.0386872716256
"DE","DEU","Germany",2018,19,67.0245208347773,29,56.0417224284892,36,42.7642930743903,12,65.9228416395933,14,68.2786641981689,11,78.7368368171871
"DE","DEU","Germany",2019,19,69.5664219882985,30,58.6601032114158,35,43.6176643354078,12,64.9555983194529,13,68.2032950105837,7,86.2893388148406
"DE","DEU","Germany",2020,19,69.0910183381779,28,56.9711001445643,35,43.0991685710909,14,64.1058697905815,13,68.5423518411447,7,85.9349921894473
"DE","DEU","Germany",2021,20,66.8857707079844,32,49.3003807843979,35,48.1122817881664,13,65.4977938327976,13,68.4137078476198,6,86.2544467609937
"DE","DEU","Germany",2022,19,66.1891227702788,31,51.4314295735103,35,47.0803472871082,14,59.9335425390256,14,68.0403631129086,6,86.3724533268999
"DE","DEU","Germany",2023,19,66.7744868109588,32,49.2229443586671,35,47.3864045209647,14,65.0932081496486,14,68.0373167191847,6,85.2380278367791
"DE","DEU","Germany",2024,20,65.6914722264088,31,48.3187646859858,36,48.3049504491443,13,65.847214145313,14,67.938893971512,11,78.7050734040704
"DE","DEU","Germany",2025,19,69.0895520500058,30,55.454763073824,34,49.2281808192278,13,63.1171439968242,14,67.9038038171129,8,82.2743215912176
"DE","DEU","Germany",2026,19,69.1983610091339,30,55.1071702708038,34,49.3093986444686,13,65.0231509333903,14,67.7432044714546,9,81.7584692084291
