"ISO_2","ISO_3","Country","Year","Final Rank","Final Score","Corporate Rank","Corporate Score","Income Rank","Income Score","Consumption Rank","Consumption Score","Property Rank","Property Score","Cross-Border Rank","Cross-Border Score"
"BE","BEL","Belgium",2014,19,70.0052369967569,31,52.6321277170356,12,82.9516442153244,19,56.5846062652596,27,56.9111600751016,9,76.3791244181408
"BE","BEL","Belgium",2015,19,69.5575056120843,31,52.0522917821401,12,81.0838280492053,19,55.618986733244,26,56.7686564827579,10,76.7267993076522
"BE","BEL","Belgium",2016,24,66.8745935445671,33,52.4953486210181,11,75.2576550090953,20,50.2489697282714,27,56.9656240914113,10,77.658796041587
"BE","BEL","Belgium",2017,24,64.9625854633369,32,54.8229401464283,14,76.1599491684904,21,51.2705677116739,27,56.8417362680378,12,75.4833883205818
"BE","BEL","Belgium",2018,23,67.0677067552106,22,60.7243183599968,11,88.8249609246287,22,53.5337158278892,31,45.5007725782726,12,75.8594580102567
"BE","BEL","Belgium",2019,25,66.0980946663775,26,60.6386914128845,14,81.3307461547336,25,52.4117398804494,31,44.9721464780991,10,84.9911526365222
"BE","BEL","Belgium",2020,22,70.6339083670479,20,62.6960197227625,11,87.88307086338,24,52.3722702941339,26,53.8095337557525,19,77.7533334451259
"BE","BEL","Belgium",2021,24,65.602990269636,14,64.9644246583169,13,73.3492224448039,24,52.1514688347623,31,45.1311684398465,19,77.7155933125191
"BE","BEL","Belgium",2022,23,66.0258421773476,14,68.345291327443,10,77.7430084690256,24,49.3861068954863,30,45.0353049645561,18,76.5206664958487
"BE","BEL","Belgium",2023,27,60.6624949702565,15,66.5671893757574,10,77.8947400619751,22,52.1636700391872,30,45.0274417852238,33,59.7741008639491
