"ISO_2","ISO_3","Country","Year","Final Rank","Final Score","Corporate Rank","Corporate Score","Income Rank","Income Score","Consumption Rank","Consumption Score","Property Rank","Property Score","Cross-Border Rank","Cross-Border Score"
"MX","MEX","Mexico",2014,32,62.9643811371078,30,54.6051418182474,21,71.6877167999812,13,64.2088980735306,10,72.1755119126151,38,32.4513088364083
"MX","MEX","Mexico",2015,34,59.0218354122031,30,53.030848036118,34,55.4020841866138,14,62.1513309737352,9,72.2065171626686,38,32.8803059872486
"MX","MEX","Mexico",2016,34,60.9876434860105,23,59.2484058489946,32,54.0447244655293,13,65.0425080880573,9,72.3749636910765,37,38.1357861573325
"MX","MEX","Mexico",2017,29,60.6851693894841,24,60.9448837935382,27,60.3217912527796,15,64.1387870491039,9,72.2108622097147,36,37.7541311528789
"MX","MEX","Mexico",2018,31,59.5467087135791,27,57.0170534663907,33,57.4000296642503,13,66.0960048010004,8,70.29259229535,37,39.1778175173095
"MX","MEX","Mexico",2019,31,61.2589862158189,29,58.4010264211421,33,64.3224838641634,13,64.4937895269397,8,69.862115376757,36,45.8158026118654
"MX","MEX","Mexico",2020,32,60.5154768977549,29,54.1114489287146,29,64.8960359236586,12,65.641555208098,9,70.1307750270657,37,38.3010341421718
"MX","MEX","Mexico",2021,30,60.1734067564737,30,50.5115676777015,20,64.2887585424367,12,65.3636818676888,9,69.9929394977915,37,38.2605436418625
"MX","MEX","Mexico",2022,28,62.752147691365,28,53.6549728647583,27,61.9398529940006,12,66.5527941698994,3,81.3756515027927,38,35.4978191050766
"MX","MEX","Mexico",2023,27,60.9093036076207,27,53.5092435081099,28,60.2348083547505,12,67.5927490236762,3,81.4189598343321,37,37.0950766443159
