"ISO_2","ISO_3","Country","Year","Final Rank","Final Score","Corporate Rank","Corporate Score","Income Rank","Income Score","Consumption Rank","Consumption Score","Property Rank","Property Score","Cross-Border Rank","Cross-Border Score"
"US","USA","United States",2014,30,64.200834302225,34,45.3170953612556,27,66.456122531192,6,92.0218325931675,31,50.635950417186,34,46.9881576366026
"US","USA","United States",2015,26,64.4642096158681,35,44.9721186185989,26,66.1607898713674,5,91.532410414695,32,50.796168446275,35,46.5467162088965
"US","USA","United States",2016,25,64.3879384646361,36,46.0297311871011,25,63.648298371703,3,93.0076646587435,31,51.127746434953,35,50.5301563075073
"US","USA","United States",2017,25,64.6789406589978,36,49.9335027895129,22,65.3960276094483,5,92.8395909820922,31,51.1099951677609,35,50.2506009577223
"US","USA","United States",2018,24,66.1344748136387,19,64.2453411859449,23,64.5269530086652,5,92.9842163850196,30,47.5068598985853,35,46.3697495429452
"US","USA","United States",2019,23,69.6059030482626,18,66.5557118544076,25,70.8612794318427,5,92.7716905436178,29,46.8791910958686,35,53.5797098615504
"US","USA","United States",2020,22,69.349399228712,18,63.4858788771648,19,63.540508541329,5,92.7383311398355,30,47.2692805643415,35,52.9611923081566
"US","USA","United States",2021,21,68.6641908791974,21,59.762473265478,17,64.7583478201768,4,93.3852192099747,30,46.48622899405,35,52.9357605325879
"US","USA","United States",2022,21,68.3974766984221,22,61.350023150634,20,67.7881125153953,2,91.6777119061742,29,45.8683525526545,35,50.2544374165059
"US","USA","United States",2023,21,66.533581094855,22,58.4491905297784,22,69.4727119129491,4,93.5601936727574,29,46.203817538524,35,51.7358983415219
