"ISO_2","ISO_3","Country","Year","Final Rank","Final Score","Corporate Rank","Corporate Score","Income Rank","Income Score","Consumption Rank","Consumption Score","Property Rank","Property Score","Cross-Border Rank","Cross-Border Score"
"CL","CHL","Chile",2014,20,67.9500440083492,17,63.8619079172666,15,70.9139097222171,10,74.0594943975676,14,70.298270670067,36,35.5976590221366
"CL","CHL","Chile",2015,22,67.147395170955,20,60.4776435405406,15,71.5338671150023,9,72.1892171342288,13,70.4938403461757,36,34.8644065430024
"CL","CHL","Chile",2016,28,61.7206341293835,22,60.5046323096489,21,58.9600829557847,10,70.8755288828185,14,70.7062936427549,38,30.6117737072321
"CL","CHL","Chile",2017,31,58.8998590790755,33,50.7488883631942,20,61.785675900484,10,76.4181277301787,12,70.8344460436743,38,30.4701398058412
"CL","CHL","Chile",2018,32,57.5714479822831,34,46.8993372513305,23,73.6956362289683,11,76.5288370747788,13,68.6611112191504,38,30.6342662571606
"CL","CHL","Chile",2019,30,60.8990635993157,34,48.7837014220259,18,66.1502701162294,11,75.5717109699355,13,68.1972801897814,38,35.5070207785854
"CL","CHL","Chile",2020,31,58.8414079889967,34,40.6783593804298,23,71.6423508184232,10,76.5130807665578,13,67.8729410265437,38,35.5938073692197
"CL","CHL","Chile",2021,25,63.6165938636381,18,61.6305390567445,16,62.8958176274035,10,75.6079038425233,13,67.5871434206692,38,35.5972700226106
"CL","CHL","Chile",2022,31,57.7385795574182,12,70.5848923361742,38,36.1358665039906,11,71.4261185786475,13,67.6739426664211,37,38.6414754865638
"CL","CHL","Chile",2023,35,50.6029823710778,35,40.1435691733441,38,36.3032234078973,10,79.8077969072706,13,67.6767265276541,37,38.0483771087107
