ISO_2,ISO_3,Country,Year,Final Rank,Final Score,Corporate Rank,Corporate Score,Income Rank,Income Score,Consumption Rank,Consumption Score,Property Rank,Property Score,Cross-Border Rank,Cross-Border Score,
PL,POL,Poland,2014,23,67.29040719,6,76.67798927,11,78.02415525,38,32.00749084,25,59.68277641,17,69.33591038,
PL,POL,Poland,2015,25,65.44535728,6,75.11570538,11,79.21059553,38,33.42559179,27,59.74475647,30,60.3587267,
PL,POL,Poland,2016,26,63.77765764,6,76.11849306,11,79.92783709,38,31.75288418,29,54.78772252,30,62.85727676,
PL,POL,Poland,2017,28,61.45376419,8,73.32693521,11,79.4870361,38,32.06556606,28,54.25964762,29,62.34053378,
PL,POL,Poland,2018,30,60.19768704,6,74.83592418,11,78.62503766,38,30.95729687,27,51.46004403,30,61.78390717,
PL,POL,Poland,2019,33,60.40037515,12,70.75589453,11,70.78333818,38,31.57558557,27,51.30354118,27,68.93530301,
PL,POL,Poland,2020,33,60.24865589,12,67.76999623,11,75.22047978,36,33.01526324,28,51.5972922,29,68.35223905,
PL,POL,Poland,2021,33,59.32116957,12,68.25692405,11,77.6631565,36,33.51747709,27,51.65753715,29,68.65494381,
PL,POL,Poland,2022,31,59.4684298,12,68.69857938,11,77.7627862,35,32.78100894,28,51.58118665,28,67.44651085,
PL,POL,Poland,2023,29,59.84460944,14,66.7136371,11,76.34042003,34,39.37274486,28,51.69514614,26,67.31000412,
PL,POL,Poland,2024,29,59.08203587,12,65.29106313,12,76.15384163,37,33.95421509,28,51.48551628,22,67.58429124,
PL,POL,Poland,2025,35,54.71122829,14,67.98768562,35,48.91856114,35,35.81251323,28,51.19842706,31,63.33890571,Baseline 2025
,,,,,,,,,,,,,,,,
PL,POL,Poland,2025,32,61.30793694,14,67.98768562,11,77.22881101,35,35.81251323,28,51.19842706,31,63.33890571,Robustness: Non-standard SSC set to zero
