country,year,iso_3,iso_2,buildings_cost_recovery,machines_cost_recovery,intangibles_cost_recovery,waverage,average,gdp
Australia,1979,AUS,AU,NA,NA,NA,NA,NA,439.4413452
Australia,1980,AUS,AU,NA,NA,NA,NA,NA,452.7742615
Australia,1981,AUS,AU,NA,NA,NA,NA,NA,467.8877258
Australia,1982,AUS,AU,0.338474733,0.869865254,NA,NA,NA,483.4608765
Australia,1983,AUS,AU,0.338474733,0.869865254,NA,NA,NA,472.7258301
Australia,1984,AUS,AU,0.338474733,0.869865254,NA,NA,NA,494.3826904
Australia,1985,AUS,AU,0.479318672,0.869865254,NA,NA,NA,520.3339844
Australia,1986,AUS,AU,0.479318672,0.869865254,NA,NA,NA,541.3411865
Australia,1987,AUS,AU,0.479318672,0.869865254,NA,NA,NA,555.163208
Australia,1988,AUS,AU,0.338474733,0.832153614,0.547953911,0.586513308,0.572860753,587.0335693
Australia,1989,AUS,AU,0.338474733,0.832153614,0.547953911,0.586513308,0.572860753,609.7207642
Australia,1990,AUS,AU,0.338474733,0.832153614,0.547953911,0.586513308,0.572860753,631.4915161
Australia,1991,AUS,AU,0.338474733,0.758823529,0.547953911,0.554313474,0.548417391,628.9830322
Australia,1992,AUS,AU,0.479318672,0.796020761,0.547953911,0.628627431,0.607764448,631.5778198
Australia,1993,AUS,AU,0.479318672,0.796020761,0.547953911,0.628627431,0.607764448,657.0266724
Australia,1994,AUS,AU,0.479318672,0.796020761,0.547953911,0.628627431,0.607764448,683.1939697
Australia,1995,AUS,AU,0.479318672,0.796020761,0.547953911,0.628627431,0.607764448,709.4017334
Australia,1996,AUS,AU,0.479318672,0.796020761,0.547953911,0.628627431,0.607764448,736.916748
Australia,1997,AUS,AU,0.479318672,0.796020761,0.547953911,0.628627431,0.607764448,766.1464844
Australia,1998,AUS,AU,0.479318672,0.796020761,0.547953911,0.628627431,0.607764448,801.2106934
Australia,1999,AUS,AU,0.479318672,0.796020761,0.547953911,0.628627431,0.607764448,841.8607788
Australia,2000,AUS,AU,0.479318672,0.796020761,0.547953911,0.628627431,0.607764448,874.9719849
Australia,2001,AUS,AU,0.479318672,0.796020761,0.547953911,0.628627431,0.607764448,891.8666992
Australia,2002,AUS,AU,0.479318672,0.796020761,0.547953911,0.628627431,0.607764448,927.5536499
Australia,2003,AUS,AU,0.479318672,0.796020761,0.547953911,0.628627431,0.607764448,955.2498169
Australia,2004,AUS,AU,0.479318672,0.796020761,0.547953911,0.628627431,0.607764448,993.9904175
Australia,2005,AUS,AU,0.479318672,0.796020761,0.547953911,0.628627431,0.607764448,1025.8396
Australia,2006,AUS,AU,0.479318672,0.796020761,0.547953911,0.628627431,0.607764448,1054.507446
Australia,2007,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1095.046021
Australia,2008,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1135.101807
Australia,2009,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1157.087891
Australia,2010,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1181.010132
Australia,2011,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1210.096069
Australia,2012,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1257.509521
Australia,2013,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1290.014526
Australia,2014,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1322.692139
Australia,2015,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1351.69397
Australia,2016,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1389.144897
Australia,2017,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1422.034302
Australia,2018,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1463.846924
Australia,2019,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1491.613647
Australia,2020,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1464.563028
Australia,2021,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1540.661251
Australia,2022,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1597.064871
Australia,2023,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1620.120609
